0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.681078253309749082e-02,-5.214291011323832908e-02,1.750093604540223918e-02,-4.027086906665094390e-01,-7.629521479312743049e-01,-5.056972715258810647e-01,7.937767867833332713e-02,5.846387353116209995e-02,3.154171912577096587e-02,-5.085212691108217387e-01,2.451063240763621531e-01,8.254265616998840427e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.426509722538815694e+00,6.265941127862899584e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000021e-03,1.063196763286159243e-04,2.406374768149760728e-04,-5.279738636500380146e-03,-7.097429472142434692e-01,-7.029355908924469487e-01,-4.633037811551174445e-02,-1.135958403536413332e-03,-7.048378137247633939e-04,1.017037805806020843e-02,7.244028177991448381e-01,6.774164086434100174e-01,1.278576038619664013e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.378536355317302764e+01,7.289880482386644189e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000042e-03,-1.900537902995139323e-04,-1.371981781606863957e-04,-3.931319540441687889e-03,-7.107952460617346091e-01,-7.009349780609549496e-01,5.882409971029476520e-02,-1.259430629275349895e-03,-5.773224935680314023e-04,9.767974406013605129e-03,7.346398687425828022e-01,6.650867130735635957e-01,1.340295763885116787e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.811906070797694213e+01,7.619869487921909013e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000062e-03,-8.764953910318615162e-05,1.898530082025789290e-05,-5.269816189465478980e-03,-7.086877390103308860e-01,-7.054616977347490936e-01,9.245626297378028297e-03,-1.272313157922223001e-03,-8.489307286420673827e-04,9.855376584461934472e-03,7.344331577340880157e-01,6.614881200026673236e-01,1.517939521722556362e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.823995289473155879e+01,7.622940161213455212e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000083e-03,-7.048446892983052452e-06,8.663786042931712799e-05,-5.979866026890672329e-03,-7.155779950686829149e-01,-6.984712487805033732e-01,-9.276184586789117115e-03,-1.094458126057733455e-03,-6.789286154149352416e-04,1.050478040544704922e-02,7.329453679069898309e-01,6.696836122060934038e-01,1.196450885171882056e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.827690621110841107e+01,7.604424504535860763e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000104e-03,-6.992870568712590464e-04,-6.649400579677196407e-04,6.225139908769234537e-03,7.040652549347049538e-01,6.934225506409242845e-01,1.531577064870184579e-01,-1.041955505373971845e-03,-5.532826410579957423e-04,1.217762241317358121e-02,7.382748757575526843e-01,6.679853874733440167e-01,9.351860749207441259e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.969827517043462706e+01,7.584139482349017669e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000125e-03,-1.515808971456424797e-04,-2.129195807356614085e-04,7.160060910711398864e-03,7.102815769422267111e-01,7.029994654775558738e-01,3.594207833075970665e-02,-1.146042333428935614e-03,-4.613940777452595651e-04,1.493269205629857606e-02,7.390723490463334544e-01,6.691648897057774770e-01,7.739776004633233675e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.978281443716367960e+01,7.563280658593451733e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000146e-03,-3.655029793348111883e-04,-3.948870886250135394e-04,5.411912092673599323e-03,7.051917338331282759e-01,7.020913314323558030e-01,9.885535322362787314e-02,-1.242413390302168777e-03,-7.227244931367193944e-04,1.545150008531889947e-02,7.385807262253382133e-01,6.680448677479965403e-01,9.063424035106001919e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.975981436645069778e+01,7.478979122610638797e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000167e-03,-3.458544314426772515e-04,-4.084443291150021728e-04,5.429290924363068538e-03,7.040380821824551161e-01,7.034005843449490092e-01,9.776500795292124291e-02,-1.178993993046394823e-03,-6.213366573211503117e-04,1.698806329204893481e-02,7.410964580207960450e-01,6.671023210644957402e-01,7.583226977608566177e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.976788000223274366e+01,7.449348577107919311e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.000000000000001055e-03,-5.436759880793482413e-04,-6.035231229036318399e-04,7.715822249057961539e-03,7.050100088933034526e-01,7.014496208868312710e-01,1.045433724249635737e-01,-1.202731737572460642e-03,-6.683486934188557875e-04,1.753928278768868143e-02,7.406469884275967974e-01,6.675563963614313812e-01,7.622661090505630788e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.981557538698490362e+01,7.415902933730784241e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000021e-02,-1.799860481627868632e-04,-2.289477542536798738e-04,1.009068946728451655e-02,7.125929716681540516e-01,7.009938824651261724e-01,2.861526647819743335e-02,-1.316639927725102559e-03,-7.047573133035359757e-04,1.897077831129459144e-02,7.393765924480479867e-01,6.689699447530420562e-01,7.616736543313665231e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.991538695553555272e+01,7.366040122819694602e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.099999999999999936e-02,-3.414552233793165118e-04,-2.993385958482496054e-04,9.923720150875231169e-03,7.110085308552591687e-01,7.017013115720384109e-01,4.563045462327897095e-02,-1.338531959531385779e-03,-7.328597854156644565e-04,1.944188921362644679e-02,7.406284571027094144e-01,6.675851051873598063e-01,7.615520902500430567e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.990525117181223891e+01,7.314327708191945021e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.200000000000000025e-02,-4.738104077208193785e-05,-9.138418537654937484e-05,1.060785433390279767e-02,7.091316650229576579e-01,7.050155221557039553e-01,9.240951319434562855e-03,-1.376371189260739607e-03,-7.624674668290544336e-04,2.062693323400899628e-02,7.382519995112964972e-01,6.704486904251164558e-01,7.404416739230093580e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.990850116046870255e+01,7.279632779992610381e+01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.300000000000000114e-02,-7.849221080317579820e-05,1.738402180113911554e-05,1.222424358688134309e-02,7.117686223360214504e-01,7.024049212213601123e-01,3.571400551163545541e-03,-1.294829181975771203e-03,-7.658227083823988422e-04,2.151353994127692612e-02,7.412295945801333774e-01,6.677593229858668211e-01,6.838256125671060559e-02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.993032303317754383e+01,7.207124209378413582e+01
